Employee_ID,Department,Job_Title,Job_Level,Location,Years_Service,Current_Salary,Performance_Rating
E0404,Policy & Research,Research Assistant,L1,Halifax,20,46800.0,4
E0405,Policy & Research,Research Assistant,L1,Halifax,2,49300.0,3
E0406,Policy & Research,Policy Analyst,L2,Halifax,3,84400.0,4
E0407,Information Technology,Systems Analyst,L2,Halifax,7,82000.0,4
E0408,Finance,Finance Assistant,L1,Halifax,9,51100.0,4
E0409,Administration,Administrative Assistant,L1,Halifax,8,47200.0,5
E0410,Information Technology,IT Support Analyst,L1,Halifax,10,54100.0,3
E0411,Human Resources,HR Analyst,L2,Halifax,7,63800.0,3
E0412,Policy & Research,Senior Policy Analyst,L3,Halifax,4,94300.0,4
E0413,Administration,Office Manager,L3,Halifax,4,76300.0,1
E0414,Human Resources,HR Assistant,L1,Halifax,4,50400.0,3
E0415,Finance,Senior Financial Analyst,L3,Halifax,13,78200.0,5
E0416,Finance,Finance Assistant,L1,Halifax,4,55600.0,4
E0417,Finance,Financial Analyst,L2,Halifax,14,70700.0,2
E0418,Finance,Senior Financial Analyst,L3,Halifax,17,95100.0,1
E0419,Information Technology,Systems Analyst,L2,Halifax,3,77700.0,4
E0420,Operations,Operations Manager,L3,Halifax,17,99200.0,3
E0421,Information Technology,Senior Systems Analyst,L3,Halifax,7,101200.0,2
E0422,Information Technology,Systems Analyst,L2,Halifax,10,73900.0,1
E0423,Administration,Administrative Coordinator,L2,Halifax,8,45000.0,3
E0424,Administration,Administrative Coordinator,L2,Halifax,19,43800.0,3
E0425,Policy & Research,Senior Policy Analyst,L3,Halifax,13,92200.0,1
E0426,Information Technology,IT Support Analyst,L1,Halifax,14,53000.0,3
E0427,Policy & Research,Policy Analyst,L2,Halifax,20,71100.0,5
E0428,Information Technology,Senior Systems Analyst,L3,Halifax,10,108800.0,3
E0429,Information Technology,IT Support Analyst,L1,Halifax,12,57400.0,3
E0430,Human Resources,HR Analyst,L2,Halifax,14,60200.0,3
E0431,Information Technology,IT Support Analyst,L1,Halifax,10,58900.0,4
E0432,Operations,Operations Manager,L3,Halifax,6,92900.0,3
E0433,Administration,Administrative Assistant,L1,Halifax,14,52000.0,3
E0434,Information Technology,IT Support Analyst,L1,Halifax,2,56500.0,5
E0435,Human Resources,HR Analyst,L2,Halifax,1,76000.0,3
E0436,Human Resources,HR Advisor,L3,Halifax,1,81100.0,3
E0437,Policy & Research,Research Assistant,L1,Halifax,19,50600.0,3
E0438,Information Technology,IT Support Analyst,L1,Halifax,13,56500.0,3
E0439,Finance,Finance Assistant,L1,Halifax,19,47000.0,3
E0440,Human Resources,HR Assistant,L1,Halifax,3,43400.0,3
E0441,Information Technology,Systems Analyst,L2,Halifax,2,71000.0,2
E0442,Policy & Research,Research Assistant,L1,Halifax,6,47300.0,3
E0443,Operations,Operations Manager,L3,Halifax,4,96600.0,3
E0444,Operations,Operations Analyst,L2,Halifax,17,77400.0,3
E0445,Information Technology,Senior Systems Analyst,L3,Halifax,16,97600.0,3
E0446,Information Technology,Systems Analyst,L2,Halifax,5,67700.0,3
E0447,Information Technology,Senior Systems Analyst,L3,Halifax,15,96600.0,3
E0448,Administration,Administrative Coordinator,L2,Halifax,19,51700.0,2
E0449,Information Technology,Senior Systems Analyst,L3,Halifax,14,95000.0,5
E0450,Administration,Administrative Coordinator,L2,Halifax,3,58400.0,3
E0451,Human Resources,HR Advisor,L3,Halifax,5,84900.0,5
E0452,Finance,Finance Assistant,L1,Halifax,19,54000.0,3
E0453,Finance,Senior Financial Analyst,L3,Halifax,12,98400.0,4
E0454,Operations,Operations Assistant,L1,Halifax,12,55900.0,4
E0455,Human Resources,HR Analyst,L2,Halifax,2,68100.0,3
E0456,Finance,Finance Assistant,L1,Halifax,3,46600.0,2
E0457,Information Technology,Systems Analyst,L2,Halifax,6,74900.0,5
E0458,Information Technology,Systems Analyst,L2,Halifax,8,75200.0,3
E0459,Information Technology,IT Support Analyst,L1,Halifax,19,54500.0,4
E0460,Information Technology,Senior Systems Analyst,L3,Halifax,2,91100.0,3
E0461,Operations,Operations Analyst,L2,Halifax,15,72500.0,3
E0462,Operations,Operations Assistant,L1,Halifax,12,46300.0,4
E0463,Human Resources,HR Analyst,L2,Halifax,10,48100.0,2
E0464,Operations,Operations Manager,L3,Halifax,14,88300.0,1
E0465,Human Resources,HR Advisor,L3,Halifax,15,77000.0,5
E0466,Operations,Operations Assistant,L1,Halifax,4,44500.0,5
E0467,Finance,Finance Assistant,L1,Halifax,2,46500.0,4
E0468,Human Resources,HR Assistant,L1,Halifax,20,42200.0,3
E0469,Administration,Administrative Assistant,L1,Halifax,8,42700.0,1
E0470,Administration,Office Manager,L3,Halifax,0,80100.0,3
E0471,Policy & Research,Research Assistant,L1,Halifax,1,56900.0,3
E0472,Administration,Administrative Assistant,L1,Halifax,1,46600.0,2
E0473,Operations,Operations Analyst,L2,Halifax,0,67300.0,3
E0474,Administration,Administrative Coordinator,L2,Halifax,9,50000.0,3
E0475,Human Resources,HR Assistant,L1,Halifax,6,47600.0,3
E0476,Information Technology,Senior Systems Analyst,L3,Halifax,9,86000.0,5
E0477,Human Resources,HR Advisor,L3,Halifax,16,72100.0,3
E0478,Information Technology,Systems Analyst,L2,Halifax,19,70100.0,3
E0479,Policy & Research,Senior Policy Analyst,L3,Halifax,19,82900.0,4
E0480,Finance,Financial Analyst,L2,Halifax,16,55600.0,1
E0481,Administration,Administrative Coordinator,L2,Halifax,2,54100.0,5
E0482,Operations,Operations Manager,L3,Halifax,19,107900.0,3
E0483,Human Resources,HR Analyst,L2,Halifax,10,52200.0,4
E0484,Information Technology,IT Support Analyst,L1,Halifax,3,56300.0,3
E0485,Administration,Office Manager,L3,Halifax,14,59600.0,5
E0486,Information Technology,Systems Analyst,L2,Halifax,11,75000.0,3
E0487,Human Resources,HR Assistant,L1,Halifax,2,47600.0,4
E0488,Information Technology,IT Support Analyst,L1,Halifax,7,47700.0,4
E0489,Information Technology,Senior Systems Analyst,L3,Halifax,4,85900.0,3
E0490,Administration,Office Manager,L3,Halifax,13,69900.0,3
E0491,Administration,Office Manager,L3,Halifax,12,76700.0,5
E0492,Information Technology,Systems Analyst,L2,Halifax,4,85300.0,3
E0493,Administration,Administrative Assistant,L1,Halifax,19,46500.0,4
E0494,Policy & Research,Research Assistant,L1,Halifax,8,47600.0,4
E0495,Finance,Financial Analyst,L2,Halifax,18,57200.0,4
E0496,Finance,Financial Analyst,L2,Halifax,2,74100.0,4
E0497,Operations,Operations Analyst,L2,Halifax,15,60800.0,4
E0498,Administration,Office Manager,L3,Halifax,14,65400.0,3
E0499,Human Resources,HR Assistant,L1,Halifax,15,51500.0,3
E0500,Operations,Operations Manager,L3,Halifax,2,86000.0,1
